SampleID,TaxaID,N_Taxa,INDEX_CLASS,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
100119-6/29/23,Baetidae,14,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100119-6/29/23,Baetiscidae,3,East,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
100119-6/29/23,Ceratopogonidae,7,East,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
100119-6/29/23,Chironomidae,53,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100119-6/29/23,Ephemerellidae,3,East,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
100119-6/29/23,Gyrinidae,1,East,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
100119-6/29/23,Hydracarina,2,East,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100119-6/29/23,Hydropsychidae,4,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100119-6/29/23,Isopoda,1,East,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100119-6/29/23,Lepidostomatidae,15,East,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
100119-6/29/23,Leptoceridae,2,East,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
100119-6/29/23,Leuctridae,7,East,Arthropoda,,Insecta,,Plecoptera,Leuctridae,SH,0.6,SP,FALSE
100119-6/29/23,Limnephilidae,1,East,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
100119-6/29/23,Nemouridae,30,East,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
100119-6/29/23,Oligochaeta,5,East,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100119-6/29/23,Philopotamidae,1,East,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
100119-6/29/23,Physidae,2,East,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
100119-6/29/23,Rhyacophilidae,1,East,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
100119-6/29/23,Simuliidae,10,East,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100119-6/29/23,Tipulidae,5,East,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
100175-9/8/23,Amphipoda,106,East,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100175-9/8/23,Athericidae,2,East,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
100175-9/8/23,Baetidae,17,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100175-9/8/23,Ceratopogonidae,2,East,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
100175-9/8/23,Chironomidae,60,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100175-9/8/23,Ephemerellidae,20,East,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
100175-9/8/23,Gerridae,1,East,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
100175-9/8/23,Hydracarina,2,East,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100175-9/8/23,Hydropsychidae,28,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100175-9/8/23,Limnephilidae,4,East,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
100175-9/8/23,Nemouridae,3,East,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
100175-9/8/23,Oligochaeta,1,East,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100175-9/8/23,Perlidae,9,East,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
100175-9/8/23,Philopotamidae,7,East,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
100175-9/8/23,Rhyacophilidae,1,East,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
100175-9/8/23,Simuliidae,10,East,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100219-7/19/23,Aeshnidae,1,East,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
100219-7/19/23,Amphipoda,125,East,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100219-7/19/23,Baetidae,6,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100219-7/19/23,Brachycentridae,7,East,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
100219-7/19/23,Calopterygidae,2,East,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
100219-7/19/23,Chironomidae,119,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100219-7/19/23,Culicidae,1,East,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
100219-7/19/23,Decapoda,2,East,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
100219-7/19/23,Dytiscidae,1,East,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
100219-7/19/23,Gomphidae,1,East,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
100219-7/19/23,Hydropsychidae,12,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100219-7/19/23,Isopoda,7,East,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100219-7/19/23,Leptoceridae,2,East,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
100219-7/19/23,Perlidae,1,East,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
100219-7/19/23,Physidae,2,East,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
100219-7/19/23,Pteronarcyidae,1,East,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
100219-7/19/23,Simuliidae,17,East,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100219-7/19/23,Tipulidae,1,East,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
100219-7/19/23,Tricorythidae,1,East,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
100240-6/30/23,Amphipoda,159,Narrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100240-6/30/23,Athericidae,10,Narrow,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
100240-6/30/23,Baetidae,10,Narrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100240-6/30/23,Chironomidae,6,Narrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100240-6/30/23,Cordulegastridae,1,Narrow,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
100240-6/30/23,Dixidae,1,Narrow,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
100240-6/30/23,Gerridae,3,Narrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
100240-6/30/23,Gyrinidae,3,Narrow,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
100240-6/30/23,Hydracarina,8,Narrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100240-6/30/23,Hydrophilidae,5,Narrow,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
100240-6/30/23,Isopoda,3,Narrow,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100240-6/30/23,Lepidostomatidae,21,Narrow,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
100240-6/30/23,Nemouridae,23,Narrow,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
100240-6/30/23,Oligochaeta,10,Narrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100240-6/30/23,Simuliidae,5,Narrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100240-6/30/23,Taeniopterygidae,1,Narrow,Arthropoda,,Insecta,,Plecoptera,Taeniopterygidae,SH,2.6,SP,FALSE
100240-6/30/23,Tipulidae,1,Narrow,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
100240-6/30/23,Uenoidae,2,Narrow,Arthropoda,,Insecta,,Trichoptera,Uenoidae,SC,1.5,CN,FALSE
100242-9/7/23,Aeshnidae,2,Narrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
100242-9/7/23,Amphipoda,300,Narrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100242-9/7/23,Baetidae,8,Narrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100242-9/7/23,Brachycentridae,11,Narrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
100242-9/7/23,Calopterygidae,5,Narrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
100242-9/7/23,Chironomidae,21,Narrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100242-9/7/23,Cordulegastridae,1,Narrow,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
100242-9/7/23,Gerridae,1,Narrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
100242-9/7/23,Helicopsychidae,1,Narrow,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
100242-9/7/23,Heptageniidae,9,Narrow,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
100242-9/7/23,Hydracarina,1,Narrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100242-9/7/23,Hydropsychidae,20,Narrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100242-9/7/23,Limnephilidae,2,Narrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
100242-9/7/23,Philopotamidae,2,Narrow,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
100242-9/7/23,Phryganeidae,1,Narrow,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
100242-9/7/23,Physidae,6,Narrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
100242-9/7/23,Planorbidae,1,Narrow,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
100242-9/7/23,Simuliidae,7,Narrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100242-9/7/23,Turbellaria,1,Narrow,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
100251-6/28/23,Aeshnidae,2,WestSteep,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
100251-6/28/23,Amphipoda,31,WestSteep,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100251-6/28/23,Baetidae,1,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100251-6/28/23,Caenidae,4,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
100251-6/28/23,Chironomidae,41,WestSteep,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100251-6/28/23,Coenagrionidae,1,WestSteep,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
100251-6/28/23,Culicidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
100251-6/28/23,Decapoda,3,WestSteep,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
100251-6/28/23,Dreissenidae,3,WestSteep,Mollusca,,Bivalvia,,Veneroida,Dreissenidae,CF,NA,CN,FALSE
100251-6/28/23,Elmidae,3,WestSteep,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
100251-6/28/23,Gomphidae,13,WestSteep,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
100251-6/28/23,Heptageniidae,1,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
100251-6/28/23,Hydracarina,6,WestSteep,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100251-6/28/23,Hydrobiidae,49,WestSteep,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
100251-6/28/23,Hydrophilidae,1,WestSteep,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
100251-6/28/23,Hydropsychidae,4,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100251-6/28/23,Isopoda,9,WestSteep,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100251-6/28/23,Lepidostomatidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
100251-6/28/23,Leptoceridae,3,WestSteep,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
100251-6/28/23,Libellulidae,2,WestSteep,Arthropoda,,Insecta,,Odonata,Libellulidae,PR,9.2,CB;SP,FALSE
100251-6/28/23,Lymnaeidae,1,WestSteep,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
100251-6/28/23,Oligochaeta,14,WestSteep,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100251-6/28/23,Perlidae,1,WestSteep,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
100251-6/28/23,Physidae,2,WestSteep,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
100251-6/28/23,Pisidiidae,25,WestSteep,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
100251-6/28/23,Planorbidae,1,WestSteep,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
100251-6/28/23,Pleidae,1,WestSteep,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
100251-6/28/23,Pleuroceridae,9,WestSteep,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
100251-6/28/23,Porifera,1,WestSteep,Porifera,,,,,,CF,NA,,FALSE
100251-6/28/23,Simuliidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100251-6/28/23,Tabanidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
100251-6/28/23,Unionidae,1,WestSteep,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
100251-6/28/23,Viviparidae,5,WestSteep,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
100281-6/29/23,Amphipoda,69,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100281-6/29/23,Athericidae,10,MidSizeDry,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
100281-6/29/23,Baetidae,14,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100281-6/29/23,Ceratopogonidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
100281-6/29/23,Chironomidae,22,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100281-6/29/23,Dryopidae,1,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Dryopidae,SC,4.9,CB;CN,FALSE
100281-6/29/23,Elmidae,1,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
100281-6/29/23,Ephemerellidae,4,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
100281-6/29/23,Hirudinea,1,MidSizeDry,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
100281-6/29/23,Hydracarina,5,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100281-6/29/23,Hydropsychidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100281-6/29/23,Isopoda,1,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100281-6/29/23,Lepidostomatidae,5,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
100281-6/29/23,Leptoceridae,4,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
100281-6/29/23,Limnephilidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
100281-6/29/23,Molannidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Molannidae,SC,5.2,SP,FALSE
100281-6/29/23,Nemouridae,41,MidSizeDry,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
100281-6/29/23,Oligochaeta,18,MidSizeDry,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100281-6/29/23,Perlodidae,13,MidSizeDry,Arthropoda,,Insecta,,Plecoptera,Perlodidae,PR,1.6,CN,FALSE
100281-6/29/23,Philopotamidae,9,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
100281-6/29/23,Rhyacophilidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
100281-6/29/23,Simuliidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100281-6/29/23,Tabanidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
100281-6/29/23,Tipulidae,5,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
100281-6/29/23,Uenoidae,7,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Uenoidae,SC,1.5,CN,FALSE
100282-7/18/23,Aeshnidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
100282-7/18/23,Amphipoda,85,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100282-7/18/23,Baetidae,3,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100282-7/18/23,Baetiscidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
100282-7/18/23,Caenidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
100282-7/18/23,Calopterygidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
100282-7/18/23,Chironomidae,35,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100282-7/18/23,Coenagrionidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
100282-7/18/23,Corduliidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Corduliidae,PR,4.4,SP,FALSE
100282-7/18/23,Decapoda,2,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
100282-7/18/23,Dreissenidae,1,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Dreissenidae,CF,NA,CN,FALSE
100282-7/18/23,Elmidae,8,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
100282-7/18/23,Gomphidae,2,VeryNarrow,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
100282-7/18/23,Gyrinidae,1,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
100282-7/18/23,Heptageniidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
100282-7/18/23,Hydracarina,12,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100282-7/18/23,Hydroptilidae,2,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
100282-7/18/23,Isopoda,120,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100282-7/18/23,Leptoceridae,5,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
100282-7/18/23,Leptophlebiidae,7,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
100282-7/18/23,Limnephilidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
100282-7/18/23,Oligochaeta,2,VeryNarrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100282-7/18/23,Pisidiidae,1,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
100282-7/18/23,Pleuroceridae,1,VeryNarrow,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
100282-7/18/23,Polycentropodidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
100282-7/18/23,Porifera,1,VeryNarrow,Porifera,,,,,,CF,NA,,FALSE
100282-7/18/23,Tricorythidae,5,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
100282-7/18/23,Turbellaria,5,VeryNarrow,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
100282-7/18/23,Unionidae,1,VeryNarrow,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
100282-7/18/23,Viviparidae,1,VeryNarrow,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
100283-9/7/23,Amphipoda,124,WestSteep,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100283-9/7/23,Athericidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
100283-9/7/23,Baetidae,3,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100283-9/7/23,Ceratopogonidae,2,WestSteep,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
100283-9/7/23,Chironomidae,67,WestSteep,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100283-9/7/23,Ephemerellidae,12,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
100283-9/7/23,Gerridae,1,WestSteep,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
100283-9/7/23,Glossosomatidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
100283-9/7/23,Hydracarina,1,WestSteep,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
100283-9/7/23,Hydropsychidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
100283-9/7/23,Isopoda,1,WestSteep,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
100283-9/7/23,Lepidostomatidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
100283-9/7/23,Leptophlebiidae,1,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
100283-9/7/23,Nemouridae,2,WestSteep,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
100283-9/7/23,Oligochaeta,3,WestSteep,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
100283-9/7/23,Perlidae,4,WestSteep,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
100283-9/7/23,Philopotamidae,3,WestSteep,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
100283-9/7/23,Rhyacophilidae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
100283-9/7/23,Sialidae,2,WestSteep,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
100283-9/7/23,Simuliidae,6,WestSteep,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
100283-9/7/23,Tipulidae,3,WestSteep,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
100284-9/8/23,Amphipoda,108,WetWide,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
100284-9/8/23,Baetidae,21,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
100284-9/8/23,Ceratopogonidae,2,WetWide,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
100284-9/8/23,Chironomidae,50,WetWide,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
100284-9/8/23,Dryopidae,1,WetWide,Arthropoda,,Insecta,,Coleoptera,Dryopidae,SC,4.9,CB;CN,FALSE
100284-9/8/23,Elmidae,4,WetWide,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
100284-9/8/23,Gerridae,1,WetWide,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
100284-9/8/23,Glossosomatidae,3,WetWide,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
100284-9/8/23,Hydracarina,2,WetWide,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
