SampleID,StationID,CollDate,TaxaID,N_Taxa,FFG,Habit,BCG_ATTR,TolVal,Phylum,SubPhylum,Class,SubClass,Order,Family,SubFamily,Tribe,Genus
Samp9201,KSR9-0912,7/22/2013,Cheumatopsyche,2,CF,CN,4,5,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,Hydropsychinae,,
Samp9201,KSR9-0912,7/22/2013,Hydropsyche,2,CF,CN,4,4,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,Hydropsychinae,,
Samp9201,KSR9-0912,7/22/2013,Hydroptilidae,1,SC,CN,4,4,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,,,
Samp9201,KSR9-0912,7/22/2013,Nectopsyche,3,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9201,KSR9-0912,7/22/2013,Tricorythodes,9,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9202,NER9-0904,6/10/2013,Hyalella,1,CG,SP,4,8,Arthropoda,,Malacostraca,,Amphipoda,Hyalellidae,,,
Samp9202,NER9-0904,6/10/2013,Caenis,4,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9202,NER9-0904,6/10/2013,Chironomus,3,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9202,NER9-0904,6/10/2013,Heptagenia,3,SC,CN,4,4,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,,,
Samp9208,NMR9-0906,5/13/2014,Cryptochironomus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9208,NMR9-0906,5/13/2014,Progomphus,4,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9208,NMR9-0906,5/13/2014,Tricorythodes,1,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9209,NVR9-0910,8/1/2013,Tubificidae,2,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9209,NVR9-0910,8/1/2013,Corbicula,139,CF,BU,6,6,Mollusca,,Bivalvia,Heterodonta,Veneroida,Corbiculidae,,,
Samp9209,NVR9-0910,8/1/2013,Hygrobates,6,PR,,4,,Arthropoda,,Arachnida,,Trombidiformes,Hygrobatidae,,,
Samp9209,NVR9-0910,8/1/2013,Lebertia,8,PR,,4,8,Arthropoda,,Arachnida,Acarina,Acariformes,Lebertiidae,,,
Samp9209,NVR9-0910,8/1/2013,Limnesia,5,,,4,,Arthropoda,,Arachnida,,Trombidiformes,Limnesiidae,,,
Samp9209,NVR9-0910,8/1/2013,Hyalella,1,CG,SP,4,8,Arthropoda,,Malacostraca,,Amphipoda,Hyalellidae,,,
Samp9209,NVR9-0910,8/1/2013,Paracloeodes,2,SC,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9209,NVR9-0910,8/1/2013,Ceratopogonidae,5,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9209,NVR9-0910,8/1/2013,Ceratopogoninae,31,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9209,NVR9-0910,8/1/2013,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9209,NVR9-0910,8/1/2013,Chironomus,3,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Cladotanytarsus,25,CF,CB,3,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Dicrotendipes,1,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Paracladopelma,4,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Paratanytarsus,6,CG,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Stempellinella,3,CG,CN,3,2,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Tanytarsus,19,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9209,NVR9-0910,8/1/2013,Thienemannimyia genus gr.,9,,,4,,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9209,NVR9-0910,8/1/2013,Coenagrionidae,2,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9209,NVR9-0910,8/1/2013,Nectopsyche,1,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9209,NVR9-0910,8/1/2013,Leptohyphidae,4,CG,,4,4,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9209,NVR9-0910,8/1/2013,Tricorythodes,8,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9209,NVR9-0910,8/1/2013,Hexatoma,15,PR,BU,3,2,Arthropoda,,Insecta,,Diptera,Tipulidae,Limoniinae,,
Samp9211,OKR9-0901,6/18/2013,Lymnaeidae,2,SC,CB,4,6,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,,,
Samp9211,OKR9-0901,6/18/2013,Physidae,4,SC,CB,5,8,Mollusca,,Gastropoda,,Basommatophora,Physidae,,,
Samp9211,OKR9-0901,6/18/2013,Caenis,1,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9211,OKR9-0901,6/18/2013,Ceratopogonidae,2,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9211,OKR9-0901,6/18/2013,Gillotia,2,,BU,,,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9211,OKR9-0901,6/18/2013,Progomphus,1,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9211,OKR9-0901,6/18/2013,Berosus,2,CG,SW,4,5,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Berosinae,,
Samp9212,OKR9-0903,9/15/2014,Tubificidae,4,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9212,OKR9-0903,9/15/2014,Lymnaeidae,1,SC,CB,4,6,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,,,
Samp9212,OKR9-0903,9/15/2014,Caenis,2,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9212,OKR9-0903,9/15/2014,Ceratopogoninae,12,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9212,OKR9-0903,9/15/2014,Dasyhelea,2,CG,SP,5,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Dasyheleinae,,
Samp9212,OKR9-0903,9/15/2014,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9212,OKR9-0903,9/15/2014,Chironomus,2,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Cryptochironomus,29,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Dicrotendipes,2,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Glyptotendipes,8,CG,BU,4,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Paratendipes,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Polypedilum,82,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Pseudochironomus,30,CG,BU,4,5,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Rheotanytarsus,1,CG,CN,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9212,OKR9-0903,9/15/2014,Tanypus,19,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9212,OKR9-0903,9/15/2014,Gomphidae,5,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9212,OKR9-0903,9/15/2014,Progomphus,2,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9212,OKR9-0903,9/15/2014,Oecetis,4,PR,CN,4,8,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9214,OKR9-0906,7/2/2013,Tubificidae,1,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9214,OKR9-0906,7/2/2013,Paracloeodes,1,SC,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9214,OKR9-0906,7/2/2013,Ceratopogonidae,30,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9214,OKR9-0906,7/2/2013,Ceratopogoninae,8,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9214,OKR9-0906,7/2/2013,Polypedilum,53,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9214,OKR9-0906,7/2/2013,Coenagrionidae,5,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9214,OKR9-0906,7/2/2013,Dolichopodidae,1,PR,SP,,4,Arthropoda,,Insecta,,Diptera,Dolichopodidae,Dolichopodinae,,
Samp9214,OKR9-0906,7/2/2013,Berosus,1,CG,SW,4,5,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Berosinae,,
Samp9215,OKR9-0908,6/26/2013,Ceratopogoninae,6,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9215,OKR9-0908,6/26/2013,Chironomus,55,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Cladotanytarsus,1,CF,CB,3,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Cricotopus/orthocladius,1,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9215,OKR9-0908,6/26/2013,Cryptochironomus,4,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Dicrotendipes,4,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Glyptotendipes,6,CG,BU,4,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Lopescladius,2,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9215,OKR9-0908,6/26/2013,Paracladopelma,1,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Paratendipes,6,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Polypedilum,10,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Procladius,2,PR,SP,5,9,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9215,OKR9-0908,6/26/2013,Saetheria,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Stictochironomus,1,CG,BU,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9215,OKR9-0908,6/26/2013,Tanypus,2,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9215,OKR9-0908,6/26/2013,Thienemannimyia genus gr.,1,,,4,,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9215,OKR9-0908,6/26/2013,Stenelmis,1,SC,CN,4,7,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9215,OKR9-0908,6/26/2013,Ephydridae,1,CG,BU,5,6,Arthropoda,,Insecta,,Diptera,Ephydridae,,,
Samp9217,OKRM-1002,7/9/2013,Physidae,1,SC,CB,5,8,Mollusca,,Gastropoda,,Basommatophora,Physidae,,,
Samp9217,OKRM-1002,7/9/2013,Baetidae,1,CG,SW,4,4,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9217,OKRM-1002,7/9/2013,Cercobrachys,4,,,4,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9217,OKRM-1002,7/9/2013,Chironomus,3,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Cryptochironomus,2,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Dicrotendipes,1,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Lopescladius,29,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9217,OKRM-1002,7/9/2013,Nanocladius,1,CG,SP,4,3,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9217,OKRM-1002,7/9/2013,Paracladopelma,7,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Paratendipes,3,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Polypedilum,1,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Pseudochironomus,2,CG,BU,4,5,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Saetheria,2,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Tanypus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9217,OKRM-1002,7/9/2013,Tanytarsus,16,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9217,OKRM-1002,7/9/2013,Coenagrionidae,2,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9217,OKRM-1002,7/9/2013,Gomphidae,2,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9219,OKRM-1021,6/2/2014,Glossiphoniidae,1,PR,SP,5,7,Annelida,,Hirudinea,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,
Samp9219,OKRM-1021,6/2/2014,Caenis,4,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9219,OKRM-1021,6/2/2014,Chironomus,16,CG,BU,5,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Cryptochironomus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Dicrotendipes,4,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Glyptotendipes,5,CG,BU,4,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Larsia,6,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9219,OKRM-1021,6/2/2014,Polypedilum,3,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9219,OKRM-1021,6/2/2014,Procladius,1,PR,SP,5,9,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9219,OKRM-1021,6/2/2014,Coenagrionidae,4,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9219,OKRM-1021,6/2/2014,Ephydridae,2,CG,BU,5,6,Arthropoda,,Insecta,,Diptera,Ephydridae,,,
Samp9219,OKRM-1021,6/2/2014,Progomphus,3,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Arrenurus,3,PR,,4,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Arrenuridae,,,
Samp9220,OKRM-1026,8/19/2014,Cercobrachys,3,,,4,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9220,OKRM-1026,8/19/2014,Ceratopogoninae,3,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9220,OKRM-1026,8/19/2014,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9220,OKRM-1026,8/19/2014,Cryptochironomus,3,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9220,OKRM-1026,8/19/2014,Polypedilum,1,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9220,OKRM-1026,8/19/2014,Tanypus,11,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9220,OKRM-1026,8/19/2014,Gomphidae,2,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Progomphus,2,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9220,OKRM-1026,8/19/2014,Homoeoneuria,5,CF;CG,BU,2,2,Arthropoda,,Insecta,,Ephemeroptera,Oligoneuriidae,,,
Samp9221,OKRO-1092,6/30/2014,Tubificidae,4,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9221,OKRO-1092,6/30/2014,Hygrobates,1,PR,,4,,Arthropoda,,Arachnida,,Trombidiformes,Hygrobatidae,,,
Samp9221,OKRO-1092,6/30/2014,Tyrrellia,1,,,,,Arthropoda,,Arachnida,,Trombidiformes,Limnesiidae,,,
Samp9221,OKRO-1092,6/30/2014,Baetidae,26,CG,SW,4,4,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Labiobaetis,11,CG,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Paracloeodes,7,SC,SW,4,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,
Samp9221,OKRO-1092,6/30/2014,Caenis,48,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9221,OKRO-1092,6/30/2014,Sparbarus,1,,,,,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9221,OKRO-1092,6/30/2014,Ceratopogonidae,1,PR,SP,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,,,
Samp9221,OKRO-1092,6/30/2014,Ceratopogoninae,3,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9221,OKRO-1092,6/30/2014,Ablabesmyia,5,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Chironomidae,1,CG,BU,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,,,
Samp9221,OKRO-1092,6/30/2014,Cryptochironomus,16,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Dicrotendipes,11,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Glyptotendipes,10,CG,BU,4,10,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Lopescladius,1,SH,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9221,OKRO-1092,6/30/2014,Micropsectra,1,CG,CB,3,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Nanocladius,6,CG,SP,4,3,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,
Samp9221,OKRO-1092,6/30/2014,Paracladopelma,2,CG,SP,4,7,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Paratanytarsus,2,CG,SP,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Paratendipes,14,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Polypedilum,14,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Procladius,1,PR,SP,5,9,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Saetheria,1,CG,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Tanypus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Tanytarsus,20,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9221,OKRO-1092,6/30/2014,Thienemannimyia genus gr.,2,,,4,,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9221,OKRO-1092,6/30/2014,Argia,1,PR,CN,4,7,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9221,OKRO-1092,6/30/2014,Coenagrionidae,4,PR,CB,4,9,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,
Samp9221,OKRO-1092,6/30/2014,Dolichopodidae,1,PR,SP,,4,Arthropoda,,Insecta,,Diptera,Dolichopodidae,Dolichopodinae,,
Samp9221,OKRO-1092,6/30/2014,Gomphidae,1,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9221,OKRO-1092,6/30/2014,Progomphus,1,PR,BU,4,3,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9221,OKRO-1092,6/30/2014,Peltodytes,5,SH,CB,4,8,Arthropoda,,Insecta,,Coleoptera,Haliplidae,,,
Samp9221,OKRO-1092,6/30/2014,Berosus,1,CG,SW,4,5,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Berosinae,,
Samp9221,OKRO-1092,6/30/2014,Laccobius,52,PR,,4,7,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,Hydrophilinae,,
Samp9221,OKRO-1092,6/30/2014,Hydroptila,3,SC,CN,4,6,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,Hydroptilinae,,
Samp9221,OKRO-1092,6/30/2014,Nectopsyche,14,SH,CB,4,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9221,OKRO-1092,6/30/2014,Oecetis,1,PR,CN,4,8,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,Leptocerinae,,
Samp9221,OKRO-1092,6/30/2014,Tricorythodes,1,CG,SP,4,5,Arthropoda,,Insecta,,Ephemeroptera,Leptohyphidae,,,
Samp9221,OKRO-1092,6/30/2014,Ranatra,2,PR,CB,,,Arthropoda,,Insecta,,Hemiptera,Nepidae,Ranatrinae,,
Samp9221,OKRO-1092,6/30/2014,Erioptera,2,CG,BU;SP,4,6,Arthropoda,,Insecta,,Diptera,Tipulidae,Limoniinae,,
Samp9222,TXR9-0909,8/29/2013,Tubificidae,1,CG,BU,5,10,Annelida,,Oligochaeta,Oligochaeta,Haplotaxida,Tubificidae,,,
Samp9222,TXR9-0909,8/29/2013,Hydrobiidae,5,SC,CB,,5,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,,,
Samp9222,TXR9-0909,8/29/2013,Melanoides,3,,,6,,Mollusca,,Gastropoda,,Mesogastropoda,Thiaridae,,,
Samp9222,TXR9-0909,8/29/2013,Krendowskia,6,,,,,Arthropoda,,Arachnida,,Trombidiformes,Krendowskiidae,,,
Samp9222,TXR9-0909,8/29/2013,Unionicola,1,,,,8,Arthropoda,,Arachnida,,Trombidiformes,Unionicolidae,,,
Samp9222,TXR9-0909,8/29/2013,Mysidae,4,,,,,Arthropoda,,Malacostraca,,Mysida,Mysidae,,,
Samp9222,TXR9-0909,8/29/2013,Caenis,8,CG,SP,4,7,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,
Samp9222,TXR9-0909,8/29/2013,Ceratopogoninae,2,PR,BU,4,6,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,Ceratopogoninae,,
Samp9222,TXR9-0909,8/29/2013,Coelotanypus,7,PR,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9222,TXR9-0909,8/29/2013,Cryptochironomus,1,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Dicrotendipes,2,CF,BU,4,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Polypedilum,3,SH,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Stenochironomus,1,CG;SH,BU,4,5,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Tanypus,2,PR,SP,5,8,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,,
Samp9222,TXR9-0909,8/29/2013,Tanytarsus,1,CG,CB,4,6,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,,
Samp9222,TXR9-0909,8/29/2013,Dubiraphia,8,CG,CN,4,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Heterelmis,1,CG,CN,4,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Stenelmis,4,SC,CN,4,7,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,
Samp9222,TXR9-0909,8/29/2013,Gomphidae,4,PR,BU,4,1,Arthropoda,,Insecta,,Odonata,Gomphidae,,,
Samp9222,TXR9-0909,8/29/2013,Gyrinus,1,PR,SW,3,5,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,Gyrininae,,
