"SampleID","StationID","CollDate","TaxaID","N_Taxa"
"Samp9246","FW08OK056",2009-06-15,"Gillotia",2
"Samp9246","FW08OK056",2009-06-15,"Paratendipes",1
"Samp9246","FW08OK056",2009-06-15,"Polypedilum",1
"Samp9246","FW08OK056",2009-06-15,"Tanytarsus",1
"Samp9246","FW08OK056",2009-06-15,"Berosus",1
"Samp9246","FW08OK056",2009-06-15,"Homoeoneuria",2
"Samp9247","FW08TX052",2009-07-09,"Chironomidae",1
"Samp9247","FW08TX052",2009-07-09,"Larsia",1
"Samp9247","FW08TX052",2009-07-09,"Cheumatopsyche",1
"Samp9248","FW08TX065",2009-06-23,"Cercobrachys",1
"Samp9248","FW08TX065",2009-06-23,"Dasyhelea",40
"Samp9248","FW08TX065",2009-06-23,"Chironomidae",1
"Samp9248","FW08TX065",2009-06-23,"Chironomus",11
"Samp9248","FW08TX065",2009-06-23,"Gillotia",3
"Samp9248","FW08TX065",2009-06-23,"Lopescladius",6
"Samp9248","FW08TX065",2009-06-23,"Tanypus",37
"Samp9248","FW08TX065",2009-06-23,"Tanytarsus",1
"Samp9248","FW08TX065",2009-06-23,"Hydroptila",1
